Graph,entityExtraction() ,0,0,0,0,,/Users/kashifrabbani/Documents/GitHub/KG2PG/data/runningExampleGraph.nt
Graph,propertiesToPgKeysAndEdges(),0,0,0,0,,/Users/kashifrabbani/Documents/GitHub/KG2PG/data/runningExampleGraph.nt
